income,family_size,utility_bills_paid,loan_defaults,credit_history_years,suspicious_transactions,is_eligible,trust_score
48804,1,0,0,18,0,0,85.7608
49281,6,0,0,19,1,0,73.3562
84450,5,0,1,18,4,0,28.89
74103,6,1,1,12,1,0,65.8206
85081,4,1,0,16,4,0,72.0162
40547,3,1,0,14,2,1,84.1094
72981,1,0,0,4,1,0,55.596199999999996
36992,4,1,0,11,3,1,65.89840000000001
79193,2,0,0,2,5,0,18.8386
87981,10,0,0,3,4,0,37.096199999999996
41758,9,0,0,2,3,0,32.3516
76538,1,0,0,6,4,0,31.3076
83936,9,1,0,15,5,0,63.2872
24409,10,1,0,13,0,1,94.3818
38420,8,1,0,17,2,1,82.184
59705,3,0,0,5,2,0,52.441
39552,5,1,0,2,1,1,72.9104
50763,8,0,0,11,0,0,74.6526
29656,2,0,0,12,5,0,24.9312
96960,2,1,0,19,1,0,100.0
95202,7,0,1,2,0,0,41.040400000000005
79532,2,0,0,18,4,0,49.9064
61330,7,0,0,15,3,0,57.766
92379,4,1,0,1,1,0,78.97579999999999
30288,5,0,0,2,4,0,15.0576
34531,9,0,0,0,2,0,32.9062
50337,3,1,0,14,4,0,66.06739999999999
20291,5,1,1,1,4,1,5.5582
74273,1,1,0,12,3,0,68.8546
58785,9,1,0,2,0,1,82.757
33705,5,1,1,8,2,1,40.741
36402,3,1,0,15,4,1,58.7804
27163,8,1,0,7,1,1,77.9326
54802,5,1,0,19,1,1,97.46039999999999
99751,2,0,1,19,2,0,44.450199999999995
44356,7,1,0,0,3,1,43.8712
49379,3,1,1,11,1,1,52.3758
92944,1,1,1,12,1,0,62.58879999999999
24745,2,0,1,20,2,0,33.949
73346,2,0,0,7,3,0,40.169200000000004
70921,5,0,0,8,3,0,45.184200000000004
88295,7,1,0,17,3,0,88.15899999999999
96530,9,1,0,16,0,0,100.0
21588,4,1,0,0,0,1,76.3176
81411,1,0,1,15,1,0,53.7822
82976,6,1,0,6,0,0,97.5952
89180,2,0,0,14,0,0,92.836
75459,1,0,0,19,0,0,90.5918
32166,5,1,0,2,2,1,59.4332
97583,7,1,0,7,1,0,88.0166
88024,5,1,0,11,1,0,92.1048
94389,2,1,0,6,5,0,45.8778
67211,4,0,0,9,4,0,40.9422
96494,3,1,1,11,1,0,66.7988
34636,10,1,1,7,0,1,59.4272
48371,10,1,1,4,2,1,38.6742
84921,3,0,0,16,3,0,60.9842
51929,10,0,1,12,4,0,10.3858
32122,5,0,0,8,4,0,26.4244
36301,8,1,1,1,3,1,13.760200000000001
67879,6,0,1,7,2,0,26.0758
99629,3,0,0,12,1,0,77.9258
23210,7,0,0,8,3,0,35.642
72513,4,1,0,3,2,0,74.0026
62946,6,1,0,7,4,1,51.0892
52838,3,1,0,17,3,0,77.0676
96440,3,1,0,4,4,0,60.288
27177,6,0,0,12,0,0,68.4354
26279,2,0,0,2,2,0,39.2558
29673,7,0,1,6,4,0,0.0
53079,10,0,0,2,1,0,48.6158
26144,9,0,0,16,2,0,64.2288
69213,10,0,1,15,1,0,44.3426
48580,2,0,0,8,4,0,27.716
84722,8,0,1,11,2,0,34.4444
29202,10,0,0,2,4,0,21.8404
37853,3,0,1,6,0,0,39.5706
72118,5,0,1,12,0,0,57.4236
49274,1,0,0,13,2,0,55.3548
77194,10,0,1,16,1,0,49.4388
99886,10,0,1,14,3,0,29.9772
21959,4,0,0,18,5,0,27.3918
94916,4,0,0,4,4,0,31.983199999999997
72732,8,0,0,12,4,0,40.5464
80436,10,1,0,5,1,0,83.5872
44249,10,1,0,8,2,1,75.8498
88188,5,0,1,17,3,0,36.1376
34806,2,0,0,7,1,0,52.4612
75847,5,0,0,10,4,0,42.169399999999996
82770,2,1,0,11,4,0,68.054
27312,7,0,1,16,3,0,23.4624
26832,3,1,0,4,0,1,80.3664
71140,4,1,0,3,3,0,55.728
72014,7,0,0,4,1,0,60.4028
86678,5,0,0,5,4,0,34.8356
65180,10,1,1,7,5,1,15.536
94874,4,1,1,18,2,0,65.9748
28840,10,0,0,14,2,0,61.768
31185,2,0,1,6,3,0,7.237
21553,4,1,0,11,3,1,65.8106
80688,7,0,0,5,2,0,56.6376
58228,3,0,0,0,0,0,64.6456
25631,6,1,0,1,5,1,29.6262
39156,10,0,0,20,4,0,44.8312
87014,8,0,0,3,0,0,73.9028
88380,9,0,0,5,5,0,27.176
50084,7,1,0,17,2,1,82.5168
44103,1,1,0,0,0,1,82.8206
78876,1,1,0,17,3,0,80.2752
29090,7,0,1,19,5,0,5.318
47438,7,1,0,5,4,1,46.9876
66331,6,0,0,0,2,0,39.2662
24241,9,0,0,17,2,0,57.3482
36884,7,0,0,1,0,0,56.8768
74832,1,1,0,4,1,0,80.9664
25018,3,0,0,6,5,0,13.003599999999999
38657,5,0,1,10,1,0,36.7314
35037,7,0,0,19,0,0,86.5074
71956,4,0,1,13,4,0,14.8912
93158,8,1,0,7,1,0,84.13159999999999
53323,6,1,0,2,0,1,84.66460000000001
33053,7,1,0,18,3,1,68.6106
24014,9,1,0,10,4,1,44.8028
33087,6,0,1,13,2,0,23.1174
96035,7,0,0,18,1,0,85.207
32568,2,1,0,10,0,1,96.5136
99932,7,1,0,6,0,0,98.9864
41289,6,1,0,7,5,1,35.7578
37453,9,0,0,16,4,0,39.4906
79772,8,1,0,11,2,0,77.45439999999999
60116,8,1,0,10,5,1,52.0232
46014,10,1,0,3,0,1,79.7028
63202,3,1,0,16,5,0,57.6404
43799,8,1,0,12,0,1,94.7598
30807,8,1,0,7,0,1,85.6614
67021,9,0,1,3,4,0,1.0
28835,5,0,0,19,1,0,74.267
63054,5,1,0,1,2,1,64.1108
93863,7,1,0,14,3,0,83.7726
99595,2,0,0,14,4,0,53.919
49294,1,1,0,14,3,1,67.8588
77953,5,1,0,2,3,0,53.5906
92023,10,1,1,1,0,0,59.9046
42005,3,0,0,6,3,0,40.400999999999996
98002,7,0,0,16,1,0,82.60040000000001
80097,7,0,0,16,5,0,44.019400000000005
87661,10,0,0,15,2,0,71.0322
33871,2,0,1,18,4,0,10.7742
81150,2,1,1,1,1,0,45.730000000000004
88271,8,1,0,16,2,0,96.6542
93507,10,1,0,17,2,0,92.2014
95416,8,1,0,1,5,0,44.583200000000005
21121,1,1,0,15,4,1,55.724199999999996
96335,10,1,0,10,3,0,79.267
53115,5,1,0,1,3,1,53.123
96222,3,1,0,12,5,0,57.2444
57330,4,1,1,11,4,1,23.966
71249,1,1,0,10,4,0,64.2498
87553,4,1,0,14,4,0,72.5106
76255,6,1,1,16,1,0,74.251
85126,6,1,0,12,3,0,78.0252
60557,4,1,0,15,5,1,52.6114
27443,8,0,1,14,3,0,12.488599999999998
45336,6,0,0,15,4,0,44.5672
48562,7,0,0,6,1,0,61.7124
62145,5,0,0,6,3,0,45.429
97053,10,1,0,17,2,0,99.9106
25664,3,0,0,4,5,0,12.1328
61295,4,0,1,7,2,0,27.759
63386,2,1,1,4,2,0,42.6772
27029,4,0,0,7,2,0,47.9058
83871,2,1,1,19,2,0,60.27420000000001
96698,4,1,0,11,2,0,87.8396
25492,3,0,0,13,0,0,76.5984
52961,2,0,1,9,2,0,24.0922
93872,5,1,1,3,1,0,49.2744
92222,10,0,0,20,1,0,90.4444
21870,7,1,0,14,5,1,46.374
33548,3,0,0,17,5,0,30.209600000000002
23462,6,1,0,9,3,1,61.1924
66229,4,0,0,11,2,0,59.7458
64578,10,1,0,4,3,1,56.9156
63624,7,0,1,15,3,0,28.224800000000002
99392,5,0,0,20,1,0,91.8784
73731,4,0,0,13,0,0,79.2462
88098,3,0,1,18,3,0,39.6196
38627,7,0,0,5,1,0,50.2254
93955,8,1,0,0,3,0,54.791
80019,10,0,1,20,3,0,31.0038
28799,6,0,0,1,0,0,55.2598
96548,4,1,0,19,0,0,100.0
77202,10,1,0,3,3,0,56.9404
29684,9,0,0,7,4,0,31.436799999999998
29511,10,0,1,20,4,0,12.9022
34742,1,1,0,0,3,1,42.9484
40921,3,1,0,1,4,1,36.684200000000004
39047,9,0,1,14,5,0,0.0
43832,8,0,0,9,4,0,35.266400000000004
62487,8,1,0,17,1,1,92.9974
72458,4,0,0,16,5,0,33.4916
30374,3,1,0,9,2,1,70.5748
74930,6,1,0,8,3,0,67.986
21722,10,1,0,20,3,1,73.34440000000001
77666,3,1,0,5,2,0,75.0332
48510,8,1,0,15,3,1,75.202
90299,5,0,1,0,5,0,4.0
55728,7,1,1,14,3,1,37.1456
76882,2,0,1,4,4,0,0.3764000000000003
40324,7,0,0,16,1,0,73.0648
29332,7,1,0,14,0,1,91.8664
64774,4,1,0,20,4,1,73.9548
24361,6,1,1,17,4,1,25.3722
46380,2,1,1,9,3,1,36.775999999999996
68192,2,0,1,18,4,0,18.6384
36149,3,1,0,17,5,1,52.7298
51224,6,1,0,12,0,1,94.2448
95602,10,0,0,17,0,0,97.6204
77670,1,0,1,0,5,0,3.0
72479,8,0,0,5,0,0,73.9958
81255,2,0,1,9,0,0,48.751000000000005
49633,4,1,0,14,4,1,61.9266
79377,3,1,1,2,5,0,3.875400000000001
62929,2,0,0,18,0,0,84.5858
81470,1,0,1,17,5,0,11.794
23680,3,0,0,1,1,0,46.236
57887,10,1,0,20,1,1,100.0
43019,1,0,0,5,4,0,28.1038
67772,10,1,0,20,3,1,88.5544
63746,4,1,0,19,5,1,63.2492
60531,5,0,0,4,3,0,43.1062
53805,3,0,0,2,3,0,32.760999999999996
34811,6,0,1,9,0,0,45.4622
68023,2,0,0,14,4,0,42.6046
78214,7,1,1,12,4,0,29.6428
69377,1,1,0,15,0,0,100.0
59476,10,0,0,16,2,0,69.8952
71247,9,0,0,8,4,0,40.2494
24569,9,0,0,10,4,0,30.913800000000002
42402,5,0,0,14,2,0,58.4804
63345,1,1,0,5,2,0,70.169
51914,6,0,1,18,0,0,53.3828
35277,2,0,0,2,4,0,19.0554
73786,7,1,0,5,0,0,90.2572
66788,10,1,0,16,5,1,55.3576
26857,8,0,0,17,0,0,75.8714
40473,3,1,0,4,2,1,68.0946
84925,3,0,0,10,2,0,64.985
41491,10,1,0,19,1,1,92.7982
56951,8,1,0,14,2,1,83.3902
20644,5,0,0,14,0,0,77.1288
91780,5,1,0,2,2,0,72.356
30292,8,0,1,10,4,0,0.0
55576,6,0,0,13,3,0,51.6152
85987,9,1,1,15,2,0,58.6974
56540,6,1,1,9,0,1,62.80799999999999
56390,1,0,0,18,5,0,36.278
74519,1,1,1,5,5,0,14.4038
63630,2,0,0,12,1,0,73.726
99011,1,0,0,8,4,0,40.8022
58614,8,0,1,11,3,0,14.2228
29162,6,1,1,4,5,1,0.0
51456,1,1,0,13,2,0,83.7912
53072,9,0,0,7,0,0,72.1144
24603,3,0,1,20,2,0,32.9206
52515,1,0,1,5,5,0,2.0
28835,9,1,0,9,2,1,71.267
66156,7,0,0,3,1,0,62.7312
30026,4,0,1,17,1,0,44.5052
83998,9,0,1,13,0,0,56.2996
59165,6,1,1,12,1,1,59.833
76755,6,1,0,16,0,0,97.0
92217,9,0,0,4,0,0,71.4434
88591,9,1,1,18,0,0,84.7182
55718,7,1,0,17,4,1,63.64359999999999
89810,5,1,0,10,1,0,87.962
51790,2,0,0,19,4,0,51.858000000000004
80328,2,0,0,5,0,0,71.5656
76700,7,1,0,4,3,0,63.34
91452,7,0,1,17,5,0,18.7904
64292,3,1,0,16,3,0,77.8584
23808,4,0,0,16,3,0,50.7616
93536,4,1,1,2,5,0,6.7072
73306,3,0,0,8,5,0,31.6612
65476,6,1,0,10,3,1,65.0952
45280,3,1,1,20,5,1,24.055999999999997
27331,5,1,0,10,4,1,50.4662
96547,8,0,0,4,3,0,43.3094
36588,3,1,1,0,2,1,24.3176
53367,1,0,0,10,2,0,54.6734
73810,9,0,1,14,5,0,0.7620000000000005
58426,2,0,1,15,4,0,17.185200000000002
29063,6,1,0,12,5,1,45.8126
50519,9,1,0,12,4,1,53.1038
58931,5,1,1,15,5,1,22.2862
47161,3,0,0,5,2,0,49.9322
98943,6,1,1,14,0,0,75.7886
75474,3,0,0,10,4,0,44.0948
56575,3,1,0,1,3,0,53.815
23149,9,1,0,1,0,1,73.1298
26186,4,0,0,3,1,0,52.7372
85378,2,1,0,17,1,0,98.0
66642,7,0,0,17,0,0,83.8284
90888,1,0,0,6,1,0,69.1776
56726,4,1,1,14,0,1,69.3452
78962,8,0,1,2,2,0,19.7924
67948,10,1,0,14,5,1,58.589600000000004
58773,6,1,0,18,2,1,92.7546
94716,6,1,0,10,2,0,88.9432
51456,7,0,0,14,0,0,80.2912
87363,6,1,0,17,1,0,100.0
65216,3,1,0,11,1,0,84.5432
79392,9,0,0,12,5,0,33.8784
32619,2,0,0,9,2,0,52.0238
58718,5,1,0,1,1,1,68.2436
37761,8,1,0,14,1,1,83.5522
87225,9,0,0,1,1,0,58.945
51715,3,0,0,9,2,0,48.843
42658,10,0,1,7,2,0,24.031599999999997
22890,10,1,0,5,5,1,28.078000000000003
92309,1,1,0,11,3,0,78.9618
61547,10,0,0,9,3,0,49.8094
53145,2,0,0,4,2,0,45.629
73298,1,0,0,3,1,0,58.1596
50569,5,1,1,2,1,1,41.1138
98751,10,1,0,14,3,0,83.7502
74527,2,0,1,7,2,0,22.4054
35201,2,0,0,5,4,0,20.5402
46714,9,0,0,1,0,0,59.8428
97602,5,0,0,19,4,0,62.020399999999995
26650,9,0,1,13,2,0,24.83
40680,4,0,0,18,4,0,40.135999999999996
87257,3,0,0,6,2,0,57.4514
93608,4,0,1,4,1,0,35.721599999999995
72257,8,0,0,2,3,0,33.4514
21487,4,0,0,16,3,0,47.297399999999996
24687,6,0,0,7,5,0,13.4374
40825,1,0,0,8,4,0,30.165
76342,1,1,0,8,4,0,59.2684
71228,6,0,1,14,2,0,32.245599999999996
66937,8,0,0,2,3,0,34.3874
35423,7,0,0,15,5,0,32.5846
30070,2,0,0,14,0,0,75.014
95147,10,1,0,1,3,0,61.529399999999995
80510,1,0,0,19,4,0,53.602000000000004
72768,10,1,1,19,1,0,70.0536
52482,4,1,0,0,3,1,46.4964
61717,9,0,0,18,3,0,55.3434
55959,1,1,0,7,1,0,79.6918
59091,4,0,1,10,4,0,8.8182
58424,5,0,0,7,3,0,42.184799999999996
98614,1,1,0,4,4,0,55.7228
91006,3,1,0,8,2,0,80.2012
34754,4,0,1,0,1,0,15.950800000000001
88076,3,0,1,15,4,0,23.1152
47025,9,1,0,12,4,1,62.405
45232,3,0,0,1,2,0,38.5464
73896,5,1,0,16,2,0,89.7792
75193,5,1,1,8,0,0,68.0386
50262,8,0,0,1,3,0,29.5524
33847,8,1,0,5,4,1,46.2694
83017,7,0,0,8,2,0,61.6034
59571,1,0,0,8,2,0,49.9142
68479,8,0,0,9,5,0,25.1958
69708,2,0,1,17,3,0,25.4416
33366,5,1,0,6,3,1,51.6732
31708,9,0,1,0,2,0,6.3416
64536,5,1,0,8,1,1,85.9072
85637,4,1,0,7,3,0,69.6274
31731,5,0,0,9,5,0,18.8462
61256,5,1,0,13,3,1,66.7512
21162,4,0,0,2,4,0,18.2324
38044,3,1,0,7,4,1,49.1088
96945,8,1,0,3,5,0,45.888999999999996
47218,7,0,0,1,4,0,20.9436
79111,1,0,0,0,5,0,19.822200000000002
95181,2,1,0,1,4,0,46.5362
29126,4,1,0,0,1,1,64.8252
89165,5,1,0,15,3,0,75.333
22044,7,0,1,18,2,0,36.4088
95550,6,0,0,5,4,0,36.61
53434,5,1,1,18,2,1,56.6868
38112,2,1,0,13,1,1,89.1224
64930,3,0,0,3,3,0,33.486000000000004
78566,4,1,0,14,4,0,71.7132
57298,6,0,0,10,5,0,22.459600000000002
73647,4,0,0,13,2,0,67.2294
99434,8,0,0,1,0,0,73.3868
21672,8,0,0,19,2,0,67.8344
64281,8,1,0,7,0,1,92.3562
94223,5,1,0,9,1,0,97.3446
52141,6,1,0,17,1,1,100.0
47953,8,0,1,11,3,0,21.090600000000002
84479,10,0,0,1,1,0,59.3958
62691,7,1,1,15,0,1,71.0382
64780,9,0,0,16,3,0,51.956
88385,10,1,0,0,3,0,61.677
35836,2,1,0,2,2,1,61.1672
53789,5,1,0,3,4,1,48.2578
51603,1,1,0,9,1,0,82.8206
84156,4,1,0,7,3,0,72.3312
83288,5,1,1,0,0,0,58.6576
93441,9,0,0,10,1,0,70.6882
63821,2,0,0,20,5,0,45.7642
24036,9,0,0,12,3,0,46.8072
96749,1,1,1,13,5,0,23.8498
39451,9,1,0,6,4,1,44.8902
94854,6,1,0,13,2,0,89.4708
89416,3,0,0,0,1,0,62.8832
81916,1,0,1,1,1,0,29.8832
88181,1,1,1,18,1,0,71.6362
24795,8,0,0,8,4,0,25.959
97839,3,1,1,9,4,0,35.0678
73656,3,1,0,1,3,0,55.2312
55261,6,1,0,14,1,1,93.0522
81720,7,1,0,2,4,0,52.344
40992,9,0,1,18,2,0,37.1984
82472,10,1,0,1,1,0,76.9944
63757,3,0,0,5,3,0,37.251400000000004
72062,10,0,0,6,1,0,64.41239999999999
53513,6,0,0,14,1,0,69.7026
21325,10,0,1,8,0,0,37.265
49766,6,0,1,16,2,0,30.953200000000002
39462,5,1,1,15,2,1,46.3924
36402,6,0,1,20,4,0,21.2804
23240,1,1,0,12,5,1,43.647999999999996
98706,4,0,0,15,3,0,60.2412
48455,5,0,0,17,2,0,66.191
40885,9,0,1,4,1,0,26.177
43162,3,1,0,3,0,1,81.1324
50071,8,0,0,17,5,0,39.5142
60919,3,0,0,1,1,0,55.6838
21460,5,0,0,7,1,0,59.792
36225,9,0,0,11,3,0,48.745
30812,3,1,1,17,5,1,16.662399999999998
55308,8,0,1,3,4,0,3.0
68717,2,1,1,18,5,0,31.7434
90825,1,1,0,11,5,0,54.665
60260,5,0,0,11,3,0,53.552
90697,4,1,0,13,2,0,82.6394
62363,4,0,1,6,5,0,4.0
76187,9,1,0,8,5,0,44.2374
88966,9,0,0,7,4,0,40.2932
99585,8,0,0,2,5,0,22.917
22995,4,0,0,19,4,0,43.099000000000004
96238,7,1,0,2,5,0,47.2476
23912,3,1,0,12,3,1,63.7824
88682,7,0,1,20,3,0,35.7364
59015,8,1,1,2,2,1,38.803
95629,9,1,0,4,4,0,59.1258
66972,10,0,0,7,4,0,33.8944
44274,5,0,1,12,1,0,33.8548
33521,6,1,1,7,5,1,9.2042
58660,4,1,0,19,4,1,69.232
64147,10,1,0,6,4,1,55.8294
65595,6,1,1,11,3,1,44.619
68234,4,0,1,1,4,0,2.0
48468,1,0,0,2,0,0,67.6936
39198,8,0,1,12,1,0,40.8396
41986,6,1,1,6,5,1,4.3972
42283,4,1,1,8,4,1,18.4566
98432,2,1,1,0,0,0,63.6864
36232,1,0,0,17,4,0,43.7464
71947,1,1,0,4,3,0,59.3894
59872,8,0,1,16,2,0,39.9744
67587,5,0,1,13,0,0,57.0174
23042,10,0,1,3,3,0,0.0
67939,9,0,0,9,2,0,59.0878
52364,5,1,1,18,2,1,56.4728
84717,4,0,1,17,0,0,62.4434
37140,9,0,0,12,3,0,45.428
31518,9,0,1,17,2,0,33.8036
78004,2,0,1,8,1,0,36.6008
66499,1,1,0,19,1,0,100.0
25318,7,0,0,1,1,0,44.5636
25908,9,1,0,12,4,1,58.1816
41679,5,0,0,7,2,0,47.8358
89257,7,1,0,3,1,0,78.3514
66618,7,0,0,16,3,0,53.3236
20669,9,0,0,10,2,0,50.1338
58107,7,1,0,9,4,1,50.1214
47779,8,1,0,14,2,1,82.5558
76401,10,0,0,13,0,0,81.78020000000001
43254,2,1,0,7,5,1,43.150800000000004
73092,6,1,1,16,5,0,24.6184
93797,1,0,0,3,2,0,56.2594
98928,4,0,0,11,1,0,79.2856
74523,7,0,0,7,4,0,35.4046
61373,1,0,0,18,2,0,71.27459999999999
45299,9,0,0,0,0,0,56.059799999999996
58574,6,1,0,17,0,1,100.0
93260,1,1,0,19,2,0,100.0
94475,10,0,0,12,5,0,36.894999999999996
24742,6,1,0,18,0,1,100.0
97740,4,1,1,2,4,0,23.548
84547,2,1,0,17,0,0,100.0
60788,10,0,0,5,4,0,29.657600000000002
22263,8,0,1,2,1,0,21.4526
48836,4,0,0,6,2,0,52.7672
66270,3,0,0,18,2,0,65.254
26836,4,1,0,15,3,1,67.8672
88439,9,1,1,4,5,0,15.6878
53408,9,0,1,12,0,0,44.6816
43765,7,0,0,20,1,0,73.753
70899,10,1,0,13,2,0,85.6798
32229,3,0,0,17,3,0,46.9458
28319,9,0,0,4,5,0,16.663800000000002
50149,10,0,0,1,1,0,51.5298
66815,10,1,0,1,3,1,51.863
48988,2,1,0,19,3,1,81.2976
86177,10,0,0,18,5,0,45.2354
34121,10,1,0,9,2,1,65.3242
65059,3,0,0,4,0,0,67.0118
75337,1,0,1,8,0,0,50.0674
21747,5,1,1,1,4,1,1.8494000000000002
85478,2,1,0,17,1,0,99.0
75686,10,1,0,8,4,0,57.1372
23910,7,0,0,16,0,0,79.782
37262,8,1,0,12,3,1,69.4524
93072,4,1,0,15,2,0,88.1144
99742,5,0,0,4,5,0,29.9484
22107,5,1,1,20,3,1,45.4214
43480,6,0,0,14,3,0,50.696
99274,2,1,0,1,0,0,92.3548
57446,8,0,1,3,3,0,4.9892
69194,9,1,0,4,5,1,40.8388
36970,10,1,1,2,0,1,51.394
70717,3,1,1,0,1,0,43.1434
98219,9,0,0,12,4,0,51.6438
74141,8,0,0,12,2,0,63.8282
40630,8,1,0,1,1,1,65.626
67700,8,0,0,2,5,0,13.54
62243,3,1,0,6,2,0,68.4486
64770,7,0,0,16,2,0,69.95400000000001
60488,10,1,0,14,1,1,89.0976
67443,1,1,0,0,5,0,33.4886
49840,6,0,0,6,5,0,14.968
87506,5,1,1,0,2,0,41.5012
50138,5,0,0,4,1,0,52.0276
20868,10,0,0,18,2,0,60.1736
49651,2,1,0,8,0,1,94.9302
83632,9,0,0,6,5,0,30.7264
81024,8,0,0,1,1,0,53.7048
35041,7,0,0,2,1,0,52.0082
94167,9,0,0,20,0,0,93.8334
94299,7,0,0,5,3,0,46.3598
80707,9,1,0,10,2,0,84.1414
82058,8,1,0,4,3,0,60.4116
59388,9,0,0,15,5,0,31.3776
61230,5,1,0,4,5,1,38.246
46555,6,0,0,14,4,0,45.311
93020,3,0,0,1,1,0,59.104
64093,6,0,0,16,3,0,53.8186
20932,5,1,1,15,3,1,37.6864
69658,1,0,1,9,2,0,30.4316
78555,2,0,0,20,3,0,65.711
47211,2,0,1,17,2,0,38.9422
44848,2,1,0,12,1,1,82.9696
24517,8,1,0,8,2,1,64.9034
20497,2,0,1,2,2,0,6.0994
66592,3,1,0,11,5,0,51.8184
60879,5,0,0,2,4,0,29.175800000000002
82760,2,0,0,7,1,0,65.05199999999999
56258,10,1,0,19,3,1,83.7516
81263,1,0,0,1,5,0,15.752600000000001
59655,4,1,0,19,4,1,72.431
67749,9,1,1,20,0,1,86.5498
88615,9,0,1,16,3,0,26.723
37148,2,1,0,15,4,1,58.9296
48488,8,1,0,16,1,1,95.6976
57809,10,0,0,6,0,0,67.5618
41938,3,0,0,8,4,0,25.3876
77536,1,1,1,6,5,0,10.5072
60920,9,0,1,17,3,0,26.683999999999997
80271,8,1,0,0,3,0,51.0542
48990,7,1,1,11,3,1,31.298000000000002
20489,8,1,0,5,4,1,38.5978
35747,3,0,0,18,1,0,77.1494
74439,9,0,1,17,2,0,42.3878
37519,7,1,0,19,1,1,94.0038
21454,5,1,1,18,1,1,66.29079999999999
24808,7,1,1,1,2,1,29.4616
66178,4,0,0,6,2,0,57.2356
54684,4,1,0,18,4,1,63.936800000000005
34741,9,1,1,11,0,1,60.4482
54260,3,0,0,12,5,0,26.852
81300,9,0,1,0,2,0,19.26
49559,7,1,0,2,5,1,33.9118
64308,10,1,0,17,5,1,58.361599999999996
95067,5,0,0,19,1,0,89.5134
95210,4,0,0,13,1,0,79.542
64099,10,1,0,15,3,1,77.3198
76055,9,1,1,15,2,0,61.711
47472,6,1,0,6,2,1,64.4944
83638,5,0,0,7,4,0,32.227599999999995
91791,9,1,0,13,3,0,74.8582
45164,4,0,1,12,0,0,47.0328
23613,1,0,0,2,1,0,51.7226
33928,6,1,0,9,2,1,67.2856
46058,7,1,1,19,1,1,63.711600000000004
54281,10,0,0,0,5,0,13.8562
71613,2,1,0,14,5,0,59.3226
22431,5,0,0,15,1,0,69.9862
23507,7,1,1,14,5,1,13.7014
70738,8,0,0,18,5,0,42.1476
35488,1,0,0,14,1,0,69.0976
60049,4,0,0,11,4,0,39.5098
94398,10,1,0,8,2,0,84.8796
81469,2,1,0,14,4,0,65.2938
40572,8,1,0,3,0,1,87.6144
63993,5,0,1,15,1,0,50.2986
43971,7,0,1,16,2,0,33.794200000000004
86635,9,1,0,1,4,0,48.827
99292,8,0,0,16,3,0,65.8584
97484,5,0,0,13,2,0,67.99680000000001
85035,1,0,1,6,1,0,38.007000000000005
71853,8,1,0,19,3,0,81.8706
63880,9,1,1,12,4,1,29.776
96463,5,1,0,11,2,0,90.7926
51275,5,1,0,10,5,1,40.255
37001,5,0,0,7,3,0,39.9002
42236,10,0,0,16,4,0,43.4472
61264,4,1,0,0,1,1,74.25280000000001
65796,5,0,1,16,0,0,57.1592
50090,9,0,0,17,2,0,66.518
96067,4,0,0,7,3,0,53.7134
69777,5,0,0,0,3,0,31.955399999999997
80109,4,0,0,2,2,0,44.0218
70636,4,0,0,0,2,0,40.1272
26014,3,1,0,16,1,1,92.2028
79238,10,1,0,6,2,0,75.8476
81247,5,1,0,12,3,0,69.24940000000001
52458,4,0,1,6,4,0,4.0
82198,5,0,0,19,1,0,79.9396
95440,5,0,0,2,0,0,69.088
84124,7,0,1,17,0,0,67.3248
98161,6,0,1,9,4,0,12.132200000000001
97581,8,1,1,6,4,0,26.5162
50940,1,1,0,8,2,0,70.188
62130,8,1,0,15,4,1,68.926
47574,6,0,0,20,5,0,36.5148
73725,1,0,1,0,5,0,1.0
89187,8,1,1,15,0,0,82.3374
31166,9,0,0,19,1,0,72.7332
72314,2,0,0,4,1,0,62.4628
80518,5,1,0,3,5,0,38.6036
52566,8,1,1,0,2,1,33.5132
21534,8,0,0,20,3,0,59.3068
67627,2,0,1,8,0,0,47.5254
24694,8,0,0,14,4,0,34.9388
87146,4,0,0,8,4,0,39.4292
80612,4,1,0,9,5,0,54.6224
20948,5,1,0,15,1,1,89.6896
27570,10,0,0,3,3,0,33.013999999999996
86328,4,1,0,7,5,0,43.7656
76101,8,1,0,8,2,0,72.2202
92197,9,1,0,0,1,0,75.4394
24413,8,1,1,0,5,1,0.0
40252,7,0,0,11,1,0,62.550399999999996
24949,3,1,1,6,1,1,38.9898
98695,3,0,0,12,2,0,66.739
20421,4,0,1,19,5,0,6.5842
35379,6,1,0,5,5,1,36.5758
47325,3,0,0,4,5,0,19.465
66829,4,0,0,0,0,0,62.3658
36780,4,0,0,1,5,0,9.856
87787,3,0,0,16,0,0,86.5574
94267,4,0,0,9,4,0,41.3534
78757,4,1,1,15,4,0,40.251400000000004
46813,10,0,0,10,5,0,29.3626
62915,4,0,0,2,4,0,22.583
83703,3,0,0,13,2,0,63.2406
96923,6,0,0,5,2,0,56.8846
81215,7,0,0,10,4,0,36.242999999999995
51939,1,0,1,19,2,0,37.8878
54314,9,1,1,3,5,1,5.3628
21952,5,1,0,10,5,1,34.3904
86901,10,0,0,9,3,0,49.8802
25383,4,1,0,14,3,1,70.0766
67331,6,1,0,11,2,1,82.9662
86948,2,0,0,4,3,0,45.3896
63219,5,1,1,20,3,1,54.6438
55587,6,0,0,9,5,0,20.6174
36540,4,1,0,9,5,1,44.808
52547,8,1,0,0,3,1,45.5094
57358,6,1,0,17,2,1,90.9716
74533,8,1,0,13,3,0,71.4066
45883,10,1,1,15,0,1,68.67660000000001
63239,6,0,0,0,1,0,54.647800000000004
